Category,Outbreak,Location 1 1,Location 1 2 1,Location 1 2 2,Continent,Lat,Long,Date,Year,Cases,Fatalities,Impact Scale,Source Citation,Source,Column 14,Column 15,Column 16,Column 17,Column 18,Column 19,Column 20,Column 21,Column 22,Column 23,Column 24,Column 25,Column 26,Column 27
Measles,Measles,South Sudan,,,Africa,6.876992,31.306979,4/2017,2017.0,511.0,1.0,Epidemic,"Relief Web. ""UNICEF South Sudan Humanitarian Situation Report #108, 16 - 30 April 2017."" April 30, 2017. ",http://reliefweb.int/report/south-sudan/unicef-south-sudan-humanitarian-situation-report-108-16-30-april-2017,,,,,,,,,,,,,,
Measles,Announcement,South Sudan,,,Africa,6.876992,31.306979,6/2017,2017.0,32.0,15.0,Announcement,"Fortin, Jacey. ""Mishandled Measles Vaccine Kills 15 in South Sudan."" The New York Times. June 2, 2017.",https://www.nytimes.com/2017/06/02/international-home/vaccines-south-sudan.html?_r=0,,,,,,,,,,,,,,
Measles,Announcement,South Sudan,,,Africa,4.859195,31.571145,6/2017,2017.0,0.0,0.0,Announcement,"Sudan Tribune. ""Lack of funds caused botched measles vaccination in S. Sudan."" June 28, 2017.",http://www.sudantribune.com/spip.php?article62853,,,,,,,,,,,,,,
Measles,Measles,Spain ,,,Europe,40.463667,-3.74922,2/2010,2010.0,65.0,0.0,Epidemic,"Europa Press. ""Sanidad detecta un brote de sarampión en Jumilla (Murcia), con 65 casos registrados desde finales de febrero."" 20minutos.es, April 28, 2010.",http://www.20minutos.es/noticia/690697/0/,,,,,,,,,,,,,,
Measles,Measles,Spain ,Granada,,Europe,37.176487,-3.597929,11/2010,2010.0,46.0,0.0,Epidemic,"Publicado. ""El brote de sarampión en Granada registra 46 personas contagiadas."" TelePresna, November 25, 2010.",http://www.teleprensa.es/granada-noticia-258987-El-brote-de-sarampi26oacute3Bn-en-Granada-registra-46-personas-contagiadas.html,,,,,,,,,,,,,,
Measles,Measles,Spain ,,,Europe,42.19597,-4.83398,1/2011-12/2011,2011.0,3802.0,0.0,Epidemic,"World Health Organization, ""WHO: Measles deaths decline, but elimination progress stalls in some regions,"" January 17, 2013.",http://www.who.int/mediacentre/news/notes/2013/measles_20130117/en/,,,,,,,,,,,,,,
Measles,Measles,Spain ,,,Europe,37.85751,-2.8125,11/2011-10/2012,2012.0,735.0,0.0,Epidemic,"European Centre for Disease Prevention and Control, ""Measles and rubella monitoring, December 2012,"" December 21, 2012.",http://www.ecdc.europa.eu/en/publications/Publications/measles-rubella-monthly-surveillance-dec-2012.pdf,,,,,,,,,,,,,,
Rubella,Rubella,Spain ,,,Europe,41.37681,-4.57031,11/2011-10/2012,2012.0,58.0,0.0,Cluster,"European Centre for Disease Prevention and Control, ""Measles and rubella monitoring, December 2012,"" December 21, 2012.",http://www.ecdc.europa.eu/en/publications/Publications/measles-rubella-monthly-surveillance-dec-2012.pdf,,,,,,,,,,,,,,
Measles,Measles,Spain ,Alicante,,Europe,38.48584,-0.57129,1/2012-2/2012,2012.0,178.0,0.0,Epidemic,"M. J. Mora, P. Alberola. ""178 cases of measles in Alicante."" informacion.es Alicante, February 16, 2012.",http://www.diarioinformacion.com/alicante/2012/02/16/sanidad-asegura-origen-epidemia-sarampion-personas-etnia-gitana/1223965.html,,,,,,,,,,,,,,
Rubella,Rubella,Spain ,Aragon,,Europe,41.04894,-0.13063,3/2012,2012.0,17.0,0.0,Cluster,"El Periodico. ""Un brote de rubeola en una guardería adelanta la vacunación."" April 12, 2012.",http://www.elperiodicodearagon.com/noticias/aragon/un-brote-de-rubeola-en-una-guarderia-adelanta-vacunacion_748755.html,,,,,,,,,,,,,,
Mumps,Mumps,Spain ,Asturias,,Europe,43.18665,-5.91408,12/2012,2012.0,150.0,0.0,Epidemic,"""150 affected in Mumps outbreak in Asturias region of Spain."" Tropical Medical Bureau. December 6, 2012.",http://www.tmb.ie/destinations/news.asp?id=188765,,,,,,,,,,,,,,
Mumps,Mumps,Spain ,Aviles,,Europe,43.55571,-5.92764,1/2012-8/2012,2012.0,131.0,0.0,Epidemic,"Mancisidor, Myriam. ""Detectan un brote de paperas en el area sanitaria entre jovenes veinteaneros."" ln.es. August 8, 2012.",http://www.lne.es/aviles/2012/08/07/detectan-brote-paperas-area-sanitaria-jovenes-veinteaneros/1280950.html,,,,,,,,,,,,,,
Mumps,Mumps,Spain ,Girona,,Europe,41.9818,2.8237,12/2011-6/2012,2012.0,148.0,0.0,Epidemic,"La Vanguardia. ""Brote de paperas en las comarcas de Girona."" June 20, 2012.",http://www.lavanguardia.com/local/girona/20120620/54314548761/paperas-brote-girona.html,,,,,,,,,,,,,,
Mumps,Mumps,Spain ,Galicia,,Europe,42.49235,-8.37158,1/2013-2/2013,2013.0,193.0,0.0,Epidemic,"Paniagua, Ángel. ""Un brote dispara a 200 los casos de paperas en Vigo y se extenderá a toda Galicia."" La Voz de Vigo. Feburary 20, 2013.",http://www.lavozdegalicia.es/noticia/vigo/2013/02/19/brote-dispara-vigo-casos-paperas-llegara-galicia/0003_201302V19C4991.htm#enlace_firma,,,,,,,,,,,,,,
Measles,Measles,Spain ,Mallorca,,Europe,39.69526,3.01757,5/2013,2013.0,12.0,0.0,Cluster,"Diario de Mallorca. ""Salud confirma un brote de 12 casos de sarampión en Palma."" July 19, 2013.",http://www.diariodemallorca.es/mallorca/2013/07/19/salud-confirma-brote-12-casos/861410.html,,,,,,,,,,,,,,
Measles,Measles,Spain ,Catalonia,,Europe,41.59116,1.52086,4/2014,2014.0,102.0,0.0,Cluster,"El Periodico."" Salut confirma 102 casos de sarampión en el primer trimestre del año."" April 8, 2014.",http://www.elperiodico.com/es/noticias/sanidad/salut-confirma-102-casos-sarampion-primer-trimestre-del-ano-3245010,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,Spain ,,,Europe,40.4636670,-3.749220,12/2015,2015.0,4822.0,3.0,Epidemic,"El Norte de Castilla. ""Fallece por tosferina un bebé de un mes en el Hospital La Paz de Madrid."" December 3, 2015. ",http://www.elnortedecastilla.es/sociedad/salud/201512/03/fallece-tosferina-bebe-hospital-20151203200828-rc.html,,,,,,,,,,,,,,
Other,Diphtheria,Spain ,Catalonia,,Europe,41.59116,1.51224,6/2015,2015.0,1.0,0.0,Isolated,"EFE. ""Salud reconoce que la bacteria de la difteria 'esta circulando' y toma 30 muestras más."" June 9, 2015. ",https://es.noticias.yahoo.com/salud-reconoce-bacteria-difteria-circulando-toma-30-muestras-175343582.html,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,Spain ,Guadalajara,,Europe,40.63249,-3/16017,2/2016,2016.0,4.0,0.0,Isolated,"20 minutos. ""Sanidad confirma un brote familiar de tosiferina en Guadalajara con un bebe ingresado en un hospital de Madrid. February 12, 2016. ",http://www.20minutos.es/noticia/2671733/0/sanidad-confirma-brote-familiar-tosferina-guadalajara-con-bebe-ingresado-hospital-madrid/,,,,,,,,,,,,,,
Measles,Measles,Spain ,,,Europe,42.695391,-1.676069,6/2017,2017.0,137.0,0.0,Epidemic,"European Centre for Disease Prevention and Control. ""Europe - Update: Measles outbreak, >14,000 cases."" DG Alerts. July 7, 2017.",http://dgalerts.docguide.com/europe-update-measles-outbreak-14000-cases?nl_ref=newsletter&pk_campaign=newsletter,,,,,,,,,,,,,,
Measles,Measles,Sudan ,,,Africa,17.30869,29.9707,1/2011-12/2011,2011.0,5616.0,0.0,Epidemic,"World Health Organization, ""WHO: Measles deaths decline, but elimination progress stalls in some regions,"" January 17, 2013.",http://www.who.int/mediacentre/news/notes/2013/measles_20130117/en/,,,,,,,,,,,,,,
Measles,Measles,Sudan ,,,Africa,18.92283,32.13828,5/2012,2012.0,37.0,0.0,Cluster,"Measles Outbreak Hits National Service Camp of Students in Northern Sudan. Sudan Tribune. May 25, 2012.","http://www.sudantribune.com/Measles-outbreak-hits-national,42706",,,,,,,,,,,,,,
Measles,Measles,Sudan ,North Darfur,,Africa,15.7661969,24.9042208,1/2012-11/2012,2012.0,77.0,0.0,Epidemic,"""Sudan: 77 Measles Cases Registered in North Darfur,"" all Africa, November 6, 2012.",http://allafrica.com/stories/201211060061.html,,,,,,,,,,,,,,
Measles,Measles,Sudan ,Darfur,,Africa,12.0558,24.89041,7/2013,2013.0,4.0,4.0,Cluster,"Radio Dabanga. ""Measles kills four children in El Salam camp, South Darfur."" July 22, 2013.",http://www.radiodabanga.org/node/53711,,,,,,,,,,,,,,
Measles,Measles,Sudan ,East Darfur,,Africa,14.37827,24.90422,8/2013,2013.0,2.0,2.0,Cluster,"Karinka, Abu. ""Measles kills two displaced people in East Darfur."" Radio Dabanga. August 29, 2013.",http://www.radiodabanga.org/node/55293,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,Sudan ,North Darfur,,Africa,15.7662,24.90422,10/2013,2013.0,58.0,2.0,Epidemic,"Radio Dabanga, ""Whooping Cough Outbreak and measles cases in Darfur."" November 2, 2013. ",https://www.radiodabanga.org/node/58229,,,,,,,,,,,,,,
Measles,Measles,Sudan ,,,Africa,12.00000,30.75000,1/2015-3/2015,2015.0,1800.0,803.0,Epidemic,"Khartoum. ""1,800 measles cases reported in Sudan’:OCHA."" Dadio Dabanga. March 19, 2015. ",https://www.dabangasudan.org/en/all-news/article/1-800-measles-cases-reported-in-sudan-ocha,,,,,,,,,,,,,,
Measles,Measles,Sudan ,Darfur,,Africa,14.37827,24.904222,8/2015,2015.0,3000.0,43.0,Epidemic,"Star Africa. ""Measles outbreak kills 43 in Sudan."" August 14, 2015. ",http://en.starafrica.com/news/measles-outbreak-kills-43-in-sudan.html,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,Sudan ,North Darfur,,Africa,15.7661969,24.9042208,9/2015-10/2015,2015.0,410.0,0.0,Epidemic,"Dabanga. ""Whooping cough outbreak in North Darfur's El Sereif
."" November 5, 2015.  ",https://www.dabangasudan.org/en/all-news/article/whooping-cough-outbreak-in-north-darfur-s-el-sereif,,,,,,,,,,,,,,
Measles,Measles,Sudan ,Nuba Mountains,,Africa,12,30.75,10/2015-11/2015,2015.0,70.0,7.0,Epidemic,"Alrakoba.net. ""The Death Of 7 Children And Wounding More Than 70 Measles and Acute Malnutrition Nuba Mountains."" October 31, 2015.",http://www.alrakoba.net/news-action-show-id-213857.htm,,,,,,,,,,,,,,
Attacks,Announcement,Sudan ,,,Africa,12.86281,30.21764,4/2016,2016.0,0.0,0.0,Announcement,"Radio Tamazuji. ""200,000 Sudanese children may miss nationwide polio campaign due to war."" April 13, 2016. ",https://radiotamazuj.org/en/article/200000-sudanese-children-may-miss-nationwide-polio-campaign-due-war,,,,,,,,,,,,,,
Attacks,Announcement,Sudan ,,,Africa,8.92772,29.78892,4/2016,2016.0,0.0,0.0,Announcement,"Radio Tamazuji. ""6500 South Sudanese children miss polio vaccine in Unity and Upper Nile states."" April 18, 2016.",https://radiotamazuj.org/en/article/6500-south-sudanese-children-miss-polio-vaccine-unity-and-upper-nile-states,,,,,,,,,,,,,,
Measles,Measles,Sudan ,,,Africa,12.86281,30.21764,5/2016,2016.0,1073.0,10.0,Epidemic,"All Africa. ""Sudan: Measles Campaign Concludes, UNHAS Flights to Sortony."" May 30, 2016. ",http://allafrica.com/stories/201605310237.html,,,,,,,,,,,,,,
Whooping Cough,Whooping Cough,Sudan ,North Darfur,,Africa,15.7661969,24.9042208,10/2016,2016.0,323.0,0.0,Epidemic,"All Africa. ""Sudan: Whooping Cough Outbreak in North Darfur."" October 14, 2016. ",http://allafrica.com/stories/201610170205.html,,,,,,,,,,,,,,
Measles,Measles,Sudan ,South Kordofan,,Africa,11.199019,29.417932,1/2017,2017.0,100.0,20.0,Epidemic,"Radio Tamazuj. ""Over 20 children die of measles in Nuba Mountains: official."" January 2, 2017. ",https://radiotamazuj.org/en/article/over-20-children-die-measles-nuba-mountains-official,,,,,,,,,,,,,,
Attacks,Announcement,Sudan ,"Juba, South Sudan",,Africa,4.859363,31.571250,6/2017,2017.0,0.0,15.0,Announcement,"Lynch, Justin and Mednick, Sam. ""South Sudan: 15 children die in botched vaccine campaign."" The Brandon Sun. June 2, 2017.",http://www.brandonsun.com/world/breaking-news/south-sudan-15-children-die-in-botched-vaccine-campaign-425879753.html?thx=y,,,,,,,,,,,,,,
Measles,Measles,Swaziland,,,Africa,-26.522503,31.465866,10/2010,2010.0,281.0,0.0,Epidemic,"UNICEF, ""WHO and UNICEF concerned about Measles outbreak in Eastern and Southern Africa."" June 18, 2010. ",http://www.unicef.org/media/media_54018.html,,,,,,,,,,,,,,
Measles,Measles,Sweden,,,Europe,60.12816,18.6435,11/2011-10/2012,2012.0,32.0,0.0,Cluster,"European Centre for Disease Prevention and Control, ""Measles and rubella monitoring, December 2012,"" December 21, 2012.",http://www.ecdc.europa.eu/en/publications/Publications/measles-rubella-monthly-surveillance-dec-2012.pdf,,,,,,,,,,,,,,
Rubella,Rubella,Sweden,,,Europe,60.41385,15.0293,11/2011-10/2012,2012.0,51.0,0.0,Cluster,"European Centre for Disease Prevention and Control, ""Measles and rubella monitoring, December 2012,"" December 21, 2012.",http://www.ecdc.europa.eu/en/publications/Publications/measles-rubella-monthly-surveillance-dec-2012.pdf,,,,,,,,,,,,,,
Measles,Measles,Sweden,,,Europe,59.26869,18.01208,1/2013-2/2013,2013.0,10.0,0.0,Cluster,"The Local, ""Imported measles spreads in rare outbreak,"" February 27, 2013.",http://www.thelocal.se/46436/20130227/#.UUHe0CKU5Qh,,,,,,,,,,,,,,
Measles,Measles,Sweden,,,Europe,59.55415, 16.53413 ,2/2015,2015.0,1.0,0.0,Isolated,"Xinhua News Agency. "" 
Sweden confirms measles case."" February 28, 2015. ",http://www.globalpost.com/dispatch/news/xinhua-news-agency/150228/sweden-confirms-measles-case,,,,,,,,,,,,,,
Other,Diphtheria,Sweden,,,Europe,60.12816,18.64350,7/2015,2015.0,2.0,0.0,Cluster,"Herriman, Robert. ʺEurope reporting imported cutaneous diphtheria in refugees.ʺ Outbreak News Today, August 1, 2015. ",http://outbreaknewstoday.com/europe-reporting-imported-cutaneous-diphtheria-in-refugees-10571/,,,,,,,,,,,,,,
Measles,Measles,Sweden,,,Europe,59.329323,18.068581,3/2017,2017.0,19.0,0.0,Epidemic,"Hengy, Claude. ""L'épidémie de rougeole continue sa progression en Europe."" MesVaccins.net. June 8, 2017.",https://www.mesvaccins.net/web/news/10828-l-epidemie-de-rougeole-continue-sa-progression-en-europe,,,,,,,,,,,,,,
Measles,Measles,Switzerland ,Vaud,"
",Europe,46.561313,6.536765,2/2009,2009.0,22.0,0.0,Cluster,"Wallace, Ellen . ""Vaud measles outbreak “unprecedented”."" Geneva Lunch, March 14, 2008.",http://genevalunch.com/blog/2009/02/05/vaud-measles-outbreak-unprecedented/,,,,,,,,,,,,,,
Measles,Measles,Switzerland,,,Europe,46.818188,8.227512,1/2011-5/2011,2011.0,515.0,0.0,Epidemic,"Wallace, Ellen. ""Measles outbreak shifts from western to eastern Switzerland."" Geneva Lunch, May 30, 2011.",http://genevalunch.com/blog/2011/05/30/measles-outbreak-shifts-from-western-to-eastern-switzerland/,,,,,,,,,,,,,,
Measles,Measles,Switzerland,Vaud,,Europe,46.991313,7.536765,5/2011,2011.0,58.0,0.0,Epidemic,"World Radio Switzerland, ""French measles outbreak hits Switzerland,"" May 5, 2011.",http://worldradio.ch/wrs/news/wrsnews/number-of-measles-cases-quadruples-in-switzerland.shtml?24480,,,,,,,,,,,,,,
Measles,Measles,Switzerland,,,Europe,46.818188,8.227512,1/2015-12/2015,2015.0,34.0,0.0,Epidemic,"Famagusta Gazette. ""Measles on rise in Switzerland."" January 11, 2017. ",http://famagusta-gazette.com/measles-on-rise-in-switzerland-p37960-69.htm,,,,,,,,,,,,,,
Attacks,Announcement,Switzerland,Geneva,,Europe,46.204391,6.143158,11/2016,2016.0,0.0,0.0,Announcement,"""Report: Global measles update."" UNICEF. November 8, 2016.",http://weshare.unicef.org/C.aspx?VP3=SearchResult&LBID=2AMZKT1T6IR&IT=Thumb_FixedHeight_M_Details_NoToolTip#/SearchResult&LBID=2AMZKT1T6IR&IT=Thumb_FixedHeight_M_Details_NoToolTip&VBID=2AMZVNPUQ8WB&POPUPPN=1&POPUPIID=2AMZIF0AD13,,,,,,,,,,,,,,
Measles,Measles,Switzerland,,,Europe,46.818188,8.227512,1/2016-12/2016,2016.0,70.0,0.0,Epidemic,"Famagusta Gazette. ""Measles on rise in Switzerland."" January 11, 2017. ",http://famagusta-gazette.com/measles-on-rise-in-switzerland-p37960-69.htm,,,,,,,,,,,,,,
Measles,Measles,Switzerland,,,Europe,46.818188,8.227512,4/2017,2017.0,70.0,1.0,Epidemic,"Sputnik News. ""Migrants Cause Few Measles Cases in 2017 – Swiss Health Office."" April 27, 2017. ",https://sputniknews.com/europe/201704271053070130-migrants-measles-switzerland/,,,,,,,,,,,,,,
Attacks,Announcement,Switzerland,Geneva,,Europe,46.204391,6.143158,4/2017,2017.0,0.0,0.0,Announcement,"ENCA. ""WHO urges polio vaccine dose cut amid global shortage."" April 28, 2017. ",http://www.enca.com/technology/who-urges-polio-vaccine-dose-cut-amid-global-shortage,,,,,,,,,,,,,,
Measles,Measles,Syria ,,,Europe,34.80207,38.99681,2012,2012.0,13.0,0.0,Cluster,"Al Arabiya News. ""Measles death falls to record low, but rebounds in Syria."" February 7, 2014.",http://english.alarabiya.net/en/News/world/2014/02/07/Measles-deaths-fall-to-record-low-but-rebound-in-Syria.html,,,,,,,,,,,,,,
Polio,Polio,Syria ,,,Europe,35.33333,40.15001,11/2013,2013.0,17.0,0.0,Epidemic,"Global Polio Eradication Initiative. ""Polio this week - as of 08 January 2014."" January 8, 2014.",http://www.polioeradication.org/Dataandmonitoring/Poliothisweek.aspx,,,,,,,,,,,,,,
Measles,Measles,Syria ,Idlib,,Europe,35.82688,36.69572,6/2013,2013.0,7000.0,0.0,Epidemic,"Medecins Sans Frontieres. ""Syria: Measles epidemic signals growing humanitarian needs."" June 18, 2013.",http://www.msf.org/article243/syria-measles-epidemic-signals-growing-humanitarian-needs,,,,,,,,,,,,,,
Polio,Polio,Syria ,,,Europe,36.12634,39.78783,1/2014-10/2014,2014.0,1.0,0.0,Isolated,"Global Polio Eradication Initiative. ""Polio this week as of 24 December 2014."" December 24, 2014.",http://www.polioeradication.org/Dataandmonitoring/Poliothisweek.aspx,,,,,,,,,,,,,,
Attacks,Violence,Syria ,,,Europe,34.8158524,39.0464523,1/2014,2014.0,4.0,4.0,,"Root, Tik. ""1.4 million children as volunteers brave violence."" The Washington Post. June 22, 2014.",http://www.washingtonpost.com/world/middle_east/polio-vaccine-effort-in-syria-reaches-14million-children-as-volunteers-brave-violence/2014/06/22/fc783ec6-f00f-11e3-914c-1fbd0614e2d4_story.html,,,,,,,,,,,,,,
Attacks,Announcement,Syria ,Idlib,,Europe,35.933333,36.633333,9/2014,2014.0,0.0,0.0,Announcement,"WHO. ""Statement regarding interim findings of WHO assessment of deaths of children in Idleb Governorate, Syria."" September 27, 2014.

",http://www.who.int/mediacentre/news/statements/2014/interim-findings-idleb-syria/en/,,,,,,,,,,,,,,
Other,Typhoid,Syria ,Damascus,,Europe,33.48006,36.30098,8/2015,2015.0,6.0,0.0,Cluster,"Guilbert, Kieran. ""Typhoid breaks out in Syria's Yarmouk Camp, situation desperate - U.N."" Reuters. August 19, 2015. ",http://www.trust.org/item/20150819121303-80e5x/?source=fiOtherNews2,,,,,,,,,,,,,,
Other,Typhoid,Syria ,Yalda,,Europe,33.4645624,36.32000909999999,9/2015,2015.0,9.0,0.0,Cluster,"UN News Center. ""In Syria, UN agency discovers nine new suspected cases of typhoid near Yarmouk camp."" September 2, 2015. ",http://www.un.org/apps/news/story.asp?NewsID=51775#.VfHmUk2FO70,,,,,,,,,,,,,,
Other,Typhoid,Syria ,Yarmouk,,Europe,33.4702172,36.29968380,8/2015-9/2015,2015.0,90.0,0.0,Epidemic,"Strickland, Patrick. ""Typhoid outbreak grips Syria's Yarmouk."" Aljazeera. 23 September 2015. ",https://en-maktoob.news.yahoo.com/typhoid-outbreak-grips-syrias-yarmouk-173702418.html,,,,,,,,,,,,,,
Attacks,Announcement,Syria ,,,Europe,34.802075,38.996815,8/2016,2016.0,0.0,0.0,Announcement,"Doctors Without Borders. ""Humanitarian Assistance, Vaccinations Urgently Needed in Northern Syria."" August 10, 2016. ",http://www.doctorswithoutborders.org/article/humanitarian-assistance-vaccinations-urgently-needed-northern-syria?utm_medium=social&utm_source=twitter&utm_campaign=social,,,,,,,,,,,,,,
Measles,Measles,Syria ,East Ghouta,,Europe,33.527585,36.388542,3/2017,2017.0,350.0,2.0,Epidemic,"Syria:direct. ""Measles spreads through rebel-held south Syria after two years without investigations."" March 28, 2017. ",http://syriadirect.org/news/measles-spreads-through-rebel-held-south-syria-after-two-years-without-vaccinations/,,,,,,,,,,,,,,
Polio,Polio,Syria ,Deir-Ez-Zor,,Europe,35.329652,40.135034,6/2017,2017.0,27.0,0.0,Cluster,"Polio Global Eradication Initiative. ""Polio This Week as of 12 July 2017."" July 12, 2017.",http://polioeradication.org/polio-today/polio-now/this-week/,,,,,,,,,,,,,,
Attacks,Announcement,Syria ,,,Europe,35.328761,40.135159,6/2017,2017.0,0.0,0.0,Announcement,"Beaubien, Jason. ""Mutant Strains Of Polio Vaccine Now Cause More Paralysis Than Wild Polio."" NPR. June 28, 2017.",http://www.npr.org/sections/goatsandsoda/2017/06/28/534403083/mutant-strains-of-polio-vaccine-now-cause-more-paralysis-than-wild-polio,,,,,,,,,,,,,,
